Title,Description,URL,Access note,Subjects,Resource type,Access model,Provider
Multi-language conversational telephone speech 2011. South Asian,"Linguistic dataset related to Multi-language conversational telephone speech 2011. South Asian. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171663873408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
Multi-Language conversational telephone speech 2011. Spanish,"Linguistic dataset related to Multi-Language conversational telephone speech 2011. Spanish. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155745323408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
Multi-language conversational telephone speech 2011. Turkish,"Linguistic dataset related to Multi-language conversational telephone speech 2011. Turkish. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132079303408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
Multilingual ATlS,"Dataset related to Multilingual ATlS. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155798043408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
MultiTACRED,"Dataset related to MultiTACRED. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99175446783408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Municipal form of government dataset,"Dataset related to Municipal form of government dataset. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99112089203408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Government & Public Policy,Dataset,Hosted by Yale Library,Yale Library
MWE-Aware English Dependency Corpus,"Linguistic dataset related to MWE-Aware English Dependency Corpus. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132012363408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
MWE-Aware English Dependency Corpus 2.0,"Linguistic dataset related to MWE-Aware English Dependency Corpus 2.0. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99135058583408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
"National natality survey and national fetal mortality survey, 1980","Survey dataset related to National natality survey and national fetal mortality survey, 1980. Hosted by Yale Library for social science, policy, demographic, or public opinion research.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99106123083408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences; Health & Medicine,Survey Data,Hosted by Yale Library,Yale Library
New Baltic Barometer I,"Survey dataset related to New Baltic Barometer I. Hosted by Yale Library for social science, policy, demographic, or public opinion research.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99105079983408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Democracies Barometer I,"Survey dataset related to New Democracies Barometer I. Hosted by Yale Library for social science, policy, demographic, or public opinion research.",http://ssrs.yale.edu/data/SSDA/CSPP/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Democracies Barometer III,"Survey dataset related to New Democracies Barometer III. Hosted by Yale Library for social science, policy, demographic, or public opinion research.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99105214363408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Democracies Barometer ll,"Survey dataset related to New Democracies Barometer ll. Hosted by Yale Library for social science, policy, demographic, or public opinion research.",http://ssrs.yale.edu/data/SSDA/CSPP/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Democracies Barometer lV,"Survey dataset related to New Democracies Barometer lV. Hosted by Yale Library for social science, policy, demographic, or public opinion research.",http://ssrs.yale.edu/data/SSDA/CSPP/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Democracies Barometer V,"Survey dataset related to New Democracies Barometer V. Hosted by Yale Library for social science, policy, demographic, or public opinion research.",http://ssrs.yale.edu/data/SSDA/CSPP/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Democracies Barometer VI,"Survey dataset related to New Democracies Barometer VI. Hosted by Yale Library for social science, policy, demographic, or public opinion research.",http://ssrs.yale.edu/data/SSDA/CSPP/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Europe Barometer 2004,"Survey dataset related to New Europe Barometer 2004. Hosted by Yale Library for social science, policy, demographic, or public opinion research.",http://ssrs.yale.edu/data/SSDA/CSPP/New_Europe_Barometer_2004-2005/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Russia Barometer III,"Survey dataset related to New Russia Barometer III. Hosted by Yale Library for social science, policy, demographic, or public opinion research.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99105086953408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
NewSoMe corpus of opinion in blogs,"Dataset related to NewSoMe corpus of opinion in blogs. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132007683408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,News & Media,Dataset,Hosted by Yale Library,Yale Library
Nikkei NEEDS. Bank loan data,"Dataset related to Nikkei NEEDS. Bank loan data. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99166732603408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Business & Economics,Dataset,Hosted by Yale Library,Yale Library
Noisy TIMIT speech,"Linguistic dataset related to Noisy TIMIT speech. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132012493408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
NUBUC,"Dataset related to NUBUC. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163101353408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
NXT Switchboard annotations,"Linguistic dataset related to NXT Switchboard annotations. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155689323408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
OntoNotes,"Linguistic dataset related to OntoNotes. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99156808083408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
"Parliamentary map of India [electronic resource] : digital map of parliamentary boundaries of India, 2009","Geospatial dataset related to Parliamentary map of India [electronic resource] : digital map of parliamentary boundaries of India, 2009. Hosted by Yale Library for mapping, spatial analysis, and place-based research.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99119098253408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,GIS & Spatial Data; Social Sciences,Geospatial Data,Hosted by Yale Library,Yale Library
Penn discourse treebank,"Linguistic dataset related to Penn discourse treebank. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99127511503408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
Penn discourse treebank : German translation,"Linguistic dataset related to Penn discourse treebank : German translation. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99157686893408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
Penn Korean universal dependency treebank,"Linguistic dataset related to Penn Korean universal dependency treebank. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99166572013408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
Penn treebank project,"Linguistic dataset related to Penn treebank project. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155804563408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
Pesquisa nacional por amostra de domicílios,"Dataset related to Pesquisa nacional por amostra de domicílios. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=9937425423408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Phonemes of Arabic,"Linguistic dataset related to Phonemes of Arabic. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99156719273408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
Phrase detectives corpus,"Dataset related to Phrase detectives corpus. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99135059233408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Placing parties in American politics : [dataset],"Dataset related to Placing parties in American politics : [dataset]. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99105824223408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Polish speech database,"Linguistic dataset related to Polish speech database. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155780133408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
Pollmap of India,"Geospatial dataset related to Pollmap of India. Hosted by Yale Library for mapping, spatial analysis, and place-based research.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99104301713408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,GIS & Spatial Data; Social Sciences,Geospatial Data,Hosted by Yale Library,Yale Library
Power outage historical data,"Dataset related to Power outage historical data. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99159673333408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Presidential results by congressional district,"Dataset related to Presidential results by congressional district. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99104728793408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Government & Public Policy,Dataset,Hosted by Yale Library,Yale Library
Presidential results by county,"Dataset related to Presidential results by county. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",http://ssrs.yale.edu/data/SSDA/POLIDATA/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Government & Public Policy,Dataset,Hosted by Yale Library,Yale Library
Proposition bank I,"Dataset related to Proposition bank I. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99127511103408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Business & Economics,Dataset,Hosted by Yale Library,Yale Library
Qatari Corpus of argumentative writing,"Dataset related to Qatari Corpus of argumentative writing. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163427083408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
RATS low speech density,"Linguistic dataset related to RATS low speech density. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171457673408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
RATS speaker identification,"Linguistic dataset related to RATS speaker identification. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163097063408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
REMIX telephone collection,"Linguistic dataset related to REMIX telephone collection. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99168749443408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
Rhythm and pitch,"Dataset related to Rhythm and pitch. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155737953408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Richer event description,"Dataset related to Richer event description. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132011493408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Rime-Cantonese : a normalized Cantonese Jyutping lexicon,"Linguistic dataset related to Rime-Cantonese : a normalized Cantonese Jyutping lexicon. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99164817093408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
RST continuity corpus,"Dataset related to RST continuity corpus. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99175430853408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
RST discourse treebank,"Linguistic dataset related to RST discourse treebank. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99127506493408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
SDP 2014 & 2015 : broad coverage semantic dependency parsing,"Linguistic dataset related to SDP 2014 & 2015 : broad coverage semantic dependency parsing. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132009623408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
Second DIHARD challenge development : eleven sources,"Linguistic dataset related to Second DIHARD challenge development : eleven sources. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163100893408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
Second DIHARD challenge evaluation : eleven sources,"Linguistic dataset related to Second DIHARD challenge evaluation : eleven sources. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163427163408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
Selected demographic factors by congressional district,"Dataset related to Selected demographic factors by congressional district. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",http://ssrs.yale.edu/data/SSDA/POLIDATA/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Government & Public Policy,Dataset,Hosted by Yale Library,Yale Library
SPADE,"Dataset related to SPADE. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155789683408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Speech sentiment annotations,"Linguistic dataset related to Speech sentiment annotations. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155634403408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
"SRDS circulation dataset, 2003-2019","Dataset related to SRDS circulation dataset, 2003-2019. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99167728713408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
SRI-FRTIV,"Dataset related to SRI-FRTIV. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155735253408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
State exports/port database,"Dataset related to State exports/port database. Hosted by Yale Library for research, analysis, and data-intensive scholarship.",http://ssrs.yale.edu/data/SSDA/census/Foreign_Trade/State_Data/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Business & Economics,Dataset,Hosted by Yale Library,Yale Library
TAC KBP belief and sentiment : comprehensive training and evaluation data 2016-2017,"Linguistic dataset related to TAC KBP belief and sentiment : comprehensive training and evaluation data 2016-2017. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99169964713408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP Chinese cross-lingual entity linking : comprehensive training and evaluation data 2011-2014,"Linguistic dataset related to TAC KBP Chinese cross-lingual entity linking : comprehensive training and evaluation data 2011-2014. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155785363408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP Chinese regular slot filling : comprehensive training and evaluation data 2014,"Linguistic dataset related to TAC KBP Chinese regular slot filling : comprehensive training and evaluation data 2014. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155827303408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP cold start : comprehensive evaluation data 2012-2017,"Linguistic dataset related to TAC KBP cold start : comprehensive evaluation data 2012-2017. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155834723408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP comprehensive English source corpora 2009-2014,"Linguistic dataset related to TAC KBP comprehensive English source corpora 2009-2014. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155789303408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP English entity linking : comprehensive training and evaluation data 2009-2013,"Linguistic dataset related to TAC KBP English entity linking : comprehensive training and evaluation data 2009-2013. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155793633408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP English event argument : training and evaluation data 2014-2015,"Linguistic dataset related to TAC KBP English event argument : training and evaluation data 2014-2015. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155846533408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP English event nugget detection and conference : comprehensive training and evaluation data 2014-2015,"Linguistic dataset related to TAC KBP English event nugget detection and conference : comprehensive training and evaluation data 2014-2015. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155632233408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP English regular slot filling : comprehensive training and evaluation data 2009-2014,"Linguistic dataset related to TAC KBP English regular slot filling : comprehensive training and evaluation data 2009-2014. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155795873408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP English sentiment slot filling : comprehensive training and evaluation data 2013-2014,"Linguistic dataset related to TAC KBP English sentiment slot filling : comprehensive training and evaluation data 2013-2014. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99158040183408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
TAC KBP English surprise slot filling : comprehensive training and evaluation data 2010,"Linguistic dataset related to TAC KBP English surprise slot filling : comprehensive training and evaluation data 2010. Hosted by Yale Library for language research, natural language processing, speech analysis, and computational linguistics workflows.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99157687293408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
