Title,Description,URL,Access note,Subjects,Resource type,Access model,Provider
KAIROS schema learning background source data,Research dataset covering KAIROS schema learning background source data.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=991011288352008651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Kasdi-Merbah (University) emotional database in Arabic speech,Language or annotated text dataset related to Kasdi-Merbah (University) emotional database in Arabic speech.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171457343408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
"KASET, Kurmanji and Sorani Kurdish speech and transcripts","Language or annotated text dataset related to KASET, Kurmanji and Sorani Kurdish speech and transcripts.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99169966953408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
KSUEmotions,Research dataset covering KSUEmotions.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155728703408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
LandScan global population database,Geospatial dataset related to LandScan global population database.,Online dataset (LandScan 2000-2019): http://ssrs.yale.edu/data/SSDA/LandScan/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,GIS & Spatial Data; Social Sciences; Energy & Environment,Geospatial Data,Hosted by Yale Library,Yale Library
LAPOP data,Survey dataset related to LAPOP data.,http://ssrs.yale.edu/data/SSDA/LAPOP/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
LibriVox Spanish,Research dataset covering LibriVox Spanish.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155646663408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
LoReHLT Hausa representative language pack,Language or annotated text dataset related to LoReHLT Hausa representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171549603408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Akan representative language pack,Linguistic Data Consortium dataset related to LORELEI Akan representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99157193113408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Amharic representative language pack monolingual and parallel text,Linguistic Data Consortium dataset related to LORELEI Amharic representative language pack monolingual and parallel text.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155789553408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Bengali representative language pack,Linguistic Data Consortium dataset related to LORELEI Bengali representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99164816683408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI entity detection and linking knowledge base,Linguistic Data Consortium dataset related to LORELEI entity detection and linking knowledge base.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155601403408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Farsi representative language pack,Linguistic Data Consortium dataset related to LORELEI Farsi representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99169964843408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Hungarian representative language pack,Linguistic Data Consortium dataset related to LORELEI Hungarian representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99176135983408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Indonesian Representative Language Pack,Linguistic Data Consortium dataset related to LORELEI Indonesian Representative Language Pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99166802973408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Kinyarwanda incident language pack,Linguistic Data Consortium dataset related to LORELEI Kinyarwanda incident language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163035593408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Oromo incident language pack,Linguistic Data Consortium dataset related to LORELEI Oromo incident language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155631483408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Russian representative language pack,Linguistic Data Consortium dataset related to LORELEI Russian representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=991011288351908651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Somali representative language pack : monolingual and parallel text,Linguistic Data Consortium dataset related to LORELEI Somali representative language pack : monolingual and parallel text.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155790103408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Swahili representative language pack,Linguistic Data Consortium dataset related to LORELEI Swahili representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99165715433408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Tagalog representative language pack,Linguistic Data Consortium dataset related to LORELEI Tagalog representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99166517203408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Tamil representative language pack,Linguistic Data Consortium dataset related to LORELEI Tamil representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99166517383408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Thai representative language pack,Linguistic Data Consortium dataset related to LORELEI Thai representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99167410763408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Tigrinya incident language pack,Linguistic Data Consortium dataset related to LORELEI Tigrinya incident language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155870013408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Ukrainian representative language pack,Linguistic Data Consortium dataset related to LORELEI Ukrainian representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171642723408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Uyghur incident language pack,Linguistic Data Consortium dataset related to LORELEI Uyghur incident language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99173664283408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Vietnamese representative language pack,Linguistic Data Consortium dataset related to LORELEI Vietnamese representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155868863408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Wolof representative language pack,Linguistic Data Consortium dataset related to LORELEI Wolof representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163036813408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Yoruba representative language pack,Linguistic Data Consortium dataset related to LORELEI Yoruba representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99175446903408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
LORELEI Zulu representative language pack,Linguistic Data Consortium dataset related to LORELEI Zulu representative language pack.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99166791313408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Machine reading phase 1 IC : training data,Research dataset covering Machine reading phase 1 IC : training data.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155591313408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Machine reading phase 1 NFL : scoring training data,Research dataset covering Machine reading phase 1 NFL : scoring training data.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155832373408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
MACROPHONE,Research dataset covering MACROPHONE.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99149533433408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Magic data Chinese Mandarin conversational speech,Language or annotated text dataset related to Magic data Chinese Mandarin conversational speech.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155780323408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Mandarin-English code-switching in South-East Asia,Language or annotated text dataset related to Mandarin-English code-switching in South-East Asia.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171493823408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Mergent ESG ratings,Research dataset covering Mergent ESG ratings.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99153867123408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Mergent municipal bonds database,Research dataset covering Mergent municipal bonds database.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99140778683408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Government & Public Policy,Dataset,Hosted by Yale Library,Yale Library
Metalogue multi-Issue bargaining dialogue,Language or annotated text dataset related to Metalogue multi-Issue bargaining dialogue.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155726783408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Metals Consulting International steel plants/plants & companies database,Research dataset covering Metals Consulting International steel plants/plants & companies database.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99176363683408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Business & Economics,Dataset,Hosted by Yale Library,Yale Library
Minorities at Risk dataset,Research dataset covering Minorities at Risk dataset.,http://ssrs.yale.edu/data/SSDA/MRD/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Mixer 3 speech,Language or annotated text dataset related to Mixer 3 speech.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99166517443408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Mixer 7 speech,Language or annotated text dataset related to Mixer 7 speech.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99167495813408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Multi-language conversational telephone speech 2011. Arabic group,Language or annotated text dataset related to Multi-language conversational telephone speech 2011. Arabic group.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155751123408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Multi-language conversational telephone speech 2011. Central Asian,Language or annotated text dataset related to Multi-language conversational telephone speech 2011. Central Asian.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155737183408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Multi-Language conversational telephone speech 2011. Central European,Language or annotated text dataset related to Multi-Language conversational telephone speech 2011. Central European.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155739353408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Multi-language conversational telephone speech 2011. East Asian,Language or annotated text dataset related to Multi-language conversational telephone speech 2011. East Asian.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155779643408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Multi-language conversational telephone speech 2011. English group,Language or annotated text dataset related to Multi-language conversational telephone speech 2011. English group.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155752023408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Multi-language conversational telephone speech 2011. Mandarin Chinese,Language or annotated text dataset related to Multi-language conversational telephone speech 2011. Mandarin Chinese.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155647283408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Multi-language conversational telephone speech 2011. Slavic Group,Language or annotated text dataset related to Multi-language conversational telephone speech 2011. Slavic Group.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132011643408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Multi-language conversational telephone speech 2011. South Asian,Language or annotated text dataset related to Multi-language conversational telephone speech 2011. South Asian.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99171663873408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Multi-Language conversational telephone speech 2011. Spanish,Language or annotated text dataset related to Multi-Language conversational telephone speech 2011. Spanish.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155745323408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Multi-language conversational telephone speech 2011. Turkish,Language or annotated text dataset related to Multi-language conversational telephone speech 2011. Turkish.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132079303408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Multilingual ATlS,Research dataset covering Multilingual ATlS.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155798043408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
MultiTACRED,Research dataset covering MultiTACRED.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99175446783408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Municipal form of government dataset,Research dataset covering Municipal form of government dataset.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99112089203408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Government & Public Policy,Dataset,Hosted by Yale Library,Yale Library
MWE-Aware English Dependency Corpus,Language or annotated text dataset related to MWE-Aware English Dependency Corpus.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132012363408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
MWE-Aware English Dependency Corpus 2.0,Language or annotated text dataset related to MWE-Aware English Dependency Corpus 2.0.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99135058583408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
"National natality survey and national fetal mortality survey, 1980","Survey dataset related to National natality survey and national fetal mortality survey, 1980.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99106123083408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences; Health & Medicine,Survey Data,Hosted by Yale Library,Yale Library
New Baltic Barometer I,Survey dataset related to New Baltic Barometer I.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99105079983408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Democracies Barometer I,Survey dataset related to New Democracies Barometer I.,http://ssrs.yale.edu/data/SSDA/CSPP/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Democracies Barometer III,Survey dataset related to New Democracies Barometer III.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99105214363408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Democracies Barometer ll,Survey dataset related to New Democracies Barometer ll.,http://ssrs.yale.edu/data/SSDA/CSPP/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Democracies Barometer lV,Survey dataset related to New Democracies Barometer lV.,http://ssrs.yale.edu/data/SSDA/CSPP/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Democracies Barometer V,Survey dataset related to New Democracies Barometer V.,http://ssrs.yale.edu/data/SSDA/CSPP/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Democracies Barometer VI,Survey dataset related to New Democracies Barometer VI.,http://ssrs.yale.edu/data/SSDA/CSPP/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Europe Barometer 2004,Survey dataset related to New Europe Barometer 2004.,http://ssrs.yale.edu/data/SSDA/CSPP/New_Europe_Barometer_2004-2005/,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
New Russia Barometer III,Survey dataset related to New Russia Barometer III.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99105086953408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Survey Data,Hosted by Yale Library,Yale Library
NewSoMe corpus of opinion in blogs,Research dataset covering NewSoMe corpus of opinion in blogs.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132007683408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,News & Media,Dataset,Hosted by Yale Library,Yale Library
Nikkei NEEDS. Bank loan data,Research dataset covering Nikkei NEEDS. Bank loan data.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99166732603408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Business & Economics,Dataset,Hosted by Yale Library,Yale Library
Noisy TIMIT speech,Linguistic Data Consortium dataset related to Noisy TIMIT speech.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99132012493408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
NUBUC,Research dataset covering NUBUC.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99163101353408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
NXT Switchboard annotations,Language or annotated text dataset related to NXT Switchboard annotations.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155689323408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
OntoNotes,Linguistic Data Consortium dataset related to OntoNotes.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99156808083408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
"Parliamentary map of India, 2009","Geospatial dataset related to Parliamentary map of India, 2009.",https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99119098253408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,GIS & Spatial Data; Social Sciences,Geospatial Data,Hosted by Yale Library,Yale Library
Penn discourse treebank,Linguistic Data Consortium dataset related to Penn discourse treebank.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99127511503408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
Penn discourse treebank : German translation,Linguistic Data Consortium dataset related to Penn discourse treebank : German translation.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99157686893408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
Penn Korean universal dependency treebank,Linguistic Data Consortium dataset related to Penn Korean universal dependency treebank.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99166572013408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
Penn treebank project,Linguistic Data Consortium dataset related to Penn treebank project.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99155804563408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History; Business & Economics,Linguistic Data,Hosted by Yale Library,Yale Library
Pesquisa nacional por amostra de domicílios,Research dataset covering Pesquisa nacional por amostra de domicílios.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=9937425423408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Phonemes of Arabic,Language or annotated text dataset related to Phonemes of Arabic.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99156719273408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Humanities & History,Linguistic Data,Hosted by Yale Library,Yale Library
Phrase detectives corpus,Research dataset covering Phrase detectives corpus.,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99135059233408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
Placing parties in American politics : [dataset],Research dataset covering Placing parties in American politics : [dataset].,https://articles.library.yale.edu/openurl/01YALE_INST/01YALE_INST:01YALE_INST?rft.mms_id=99105824223408651&u.ignore_date_coverage=true,Hosted by Yale Library. Quicksearch and full-text links are included where available.,Social Sciences,Dataset,Hosted by Yale Library,Yale Library
